date,rank,title,author,description
2014-10-19,7,STEPBROTHER DEAREST,Penelope Ward,"A bond, and an attraction, between two stepsiblings."
2014-10-19,8,PERSONAL,Lee Child,"Jack Reacher, a former military cop, helps the State Department and the C.I.A. stop a sniper who has targeted a G8 summit. "
2014-10-19,9,DRAGONFLY IN AMBER,Diana Gabaldon,"Volume 2 of the Outlander series, about an 18th-century Scottish warrior and a time-traveling World War II-era nurse; first published in 1992."
2014-10-19,10,BIG LITTLE LIES,Liane Moriarty,"Who will end up dead, and how, when three mothers with children in the same school become friends?"
2014-10-19,11,THE PERFECT WITNESS,Iris Johansen,A teenager with psychic abilities is rescued by a mysterious man who has a task for her.
2014-10-19,12,A GOOD MARRIAGE,Stephen King,"An unsuspecting accountant's wife makes a disturbing discovery; first published in 2010, now a movie."
2014-10-19,13,IN YOUR DREAMS,Kristan Higgins,Will Emmaline's date to her ex-fiancé's wedding turn into more?
2014-10-19,14,DARK PLACES,Gillian Flynn,"A woman who, as a child, was spared when her mother and sisters were murdered begins to reinvestigate the case against her imprisoned brother."
2014-10-19,15,LOCKE,Harper Sloan,"Emmy loves Maddox, but his demons may destroy both of them; a Corps Security novel."
2014-10-19,16,THE RESOLUTION OF CALLIE AND KAYDEN,Jessica Sorensen,
2014-10-19,17,THE COMPLETE GILLIAN FLYNN,Gillian Flynn,
2014-10-19,18,ORPHAN TRAIN,Christina Baker Kline,A historical novel about orphans swept off the streets of New York and sent to the Midwest in the 1920s.
2014-10-19,19,HOLIDAY TREASURE,Melody Anne,
2014-10-19,20,KISSES AFTER DARK,Marie Force,
2014-10-19,1,GONE GIRL,Gillian Flynn,A woman disappears on the day of her fifth anniversary; is her husband a killer?
2014-10-19,2,BURN,James Patterson and Michael Ledwidge,"Detective Michael Bennett, back in New York City, investigates a peculiar crime in Harlem."
2014-10-19,3,THE LOST KEY,Catherine Coulter and J T Ellison,"Nicholas Drummond of Scotland Yard, now an F.B.I. agent, investigates a Wall Street stabbing that involves secrets reaching back to World War I."
2014-10-19,4,THE BEST OF ME,Nicholas Sparks,"Twenty-five years after their high school romance ended, two classmates return to their North Carolina town for a funeral."
2014-10-19,5,EDGE OF ETERNITY,Ken Follett,Five interrelated families grapple with the events of the 1960s through the 1980s; Book 3 of the Century Trilogy. 
2014-10-19,6,OUTLANDER,Diana Gabaldon,"Claire Randall, an English nurse, is transported back to 1743 during a second honeymoon in the Scottish Highlands."
2014-10-19,7,STEPBROTHER DEAREST,Penelope Ward,"A bond, and an attraction, between two stepsiblings."
2014-10-19,8,PERSONAL,Lee Child,"Jack Reacher, a former military cop, helps the State Department and the C.I.A. stop a sniper who has targeted a G8 summit. "
2014-10-19,9,DRAGONFLY IN AMBER,Diana Gabaldon,"Volume 2 of the Outlander series, about an 18th-century Scottish warrior and a time-traveling World War II-era nurse; first published in 1992."
2014-10-19,10,BIG LITTLE LIES,Liane Moriarty,"Who will end up dead, and how, when three mothers with children in the same school become friends?"
2014-10-19,11,THE PERFECT WITNESS,Iris Johansen,A teenager with psychic abilities is rescued by a mysterious man who has a task for her.
2014-10-19,12,A GOOD MARRIAGE,Stephen King,"An unsuspecting accountant's wife makes a disturbing discovery; first published in 2010, now a movie."
2014-10-19,13,IN YOUR DREAMS,Kristan Higgins,Will Emmaline's date to her ex-fiancé's wedding turn into more?
2014-10-19,14,DARK PLACES,Gillian Flynn,"A woman who, as a child, was spared when her mother and sisters were murdered begins to reinvestigate the case against her imprisoned brother."
2014-10-19,15,LOCKE,Harper Sloan,"Emmy loves Maddox, but his demons may destroy both of them; a Corps Security novel."
2014-10-19,16,THE RESOLUTION OF CALLIE AND KAYDEN,Jessica Sorensen,
2014-10-19,17,THE COMPLETE GILLIAN FLYNN,Gillian Flynn,
2014-10-19,18,ORPHAN TRAIN,Christina Baker Kline,A historical novel about orphans swept off the streets of New York and sent to the Midwest in the 1920s.
2014-10-19,19,HOLIDAY TREASURE,Melody Anne,
2014-10-19,20,KISSES AFTER DARK,Marie Force,
2014-10-19,1,GONE GIRL,Gillian Flynn,A woman disappears on the day of her fifth anniversary; is her husband a killer?
2014-10-19,2,BURN,James Patterson and Michael Ledwidge,"Detective Michael Bennett, back in New York City, investigates a peculiar crime in Harlem."
2014-10-19,3,THE LOST KEY,Catherine Coulter and J T Ellison,"Nicholas Drummond of Scotland Yard, now an F.B.I. agent, investigates a Wall Street stabbing that involves secrets reaching back to World War I."
2014-10-19,4,THE BEST OF ME,Nicholas Sparks,"Twenty-five years after their high school romance ended, two classmates return to their North Carolina town for a funeral."
2014-10-19,5,EDGE OF ETERNITY,Ken Follett,Five interrelated families grapple with the events of the 1960s through the 1980s; Book 3 of the Century Trilogy. 
2014-10-19,6,OUTLANDER,Diana Gabaldon,"Claire Randall, an English nurse, is transported back to 1743 during a second honeymoon in the Scottish Highlands."
2014-10-19,7,STEPBROTHER DEAREST,Penelope Ward,"A bond, and an attraction, between two stepsiblings."
2014-10-19,8,PERSONAL,Lee Child,"Jack Reacher, a former military cop, helps the State Department and the C.I.A. stop a sniper who has targeted a G8 summit. "
2014-10-19,9,DRAGONFLY IN AMBER,Diana Gabaldon,"Volume 2 of the Outlander series, about an 18th-century Scottish warrior and a time-traveling World War II-era nurse; first published in 1992."
2014-10-19,10,BIG LITTLE LIES,Liane Moriarty,"Who will end up dead, and how, when three mothers with children in the same school become friends?"
2014-10-19,11,THE PERFECT WITNESS,Iris Johansen,A teenager with psychic abilities is rescued by a mysterious man who has a task for her.
2014-10-19,12,A GOOD MARRIAGE,Stephen King,"An unsuspecting accountant's wife makes a disturbing discovery; first published in 2010, now a movie."
2014-10-19,13,IN YOUR DREAMS,Kristan Higgins,Will Emmaline's date to her ex-fiancé's wedding turn into more?
2014-10-19,14,DARK PLACES,Gillian Flynn,"A woman who, as a child, was spared when her mother and sisters were murdered begins to reinvestigate the case against her imprisoned brother."
2014-10-19,15,LOCKE,Harper Sloan,"Emmy loves Maddox, but his demons may destroy both of them; a Corps Security novel."
2014-10-19,16,THE RESOLUTION OF CALLIE AND KAYDEN,Jessica Sorensen,
2014-10-19,17,THE COMPLETE GILLIAN FLYNN,Gillian Flynn,
2014-10-19,18,ORPHAN TRAIN,Christina Baker Kline,A historical novel about orphans swept off the streets of New York and sent to the Midwest in the 1920s.
2014-10-19,19,HOLIDAY TREASURE,Melody Anne,
2014-10-19,20,KISSES AFTER DARK,Marie Force,
2014-12-21,1,GRAY MOUNTAIN,John Grisham,"A lawyer joins a legal clinic in a small Virginia town, and becomes involved in litigation against the coal mining industry."
2014-12-21,2,THE ESCAPE,David Baldacci,"John Puller, a special agent with the Army, hunts for his brother, who was convicted of treason and has escaped from prison."
2014-12-21,3,TOM CLANCY FULL FORCE AND EFFECT,Mark Greaney,A discovery of mineral deposits has changed North Korea’s fortunes and made the country even more of a threat for President Jack Ryan.
2014-12-21,4,HOPE TO DIE,James Patterson,Detective Alex Cross’s family is kidnapped by a madman who wants to turn Cross into a perfect killer.
2014-12-21,5,THE BURNING ROOM,Michael Connelly,The Los Angeles detective Harry Bosch and his new partner investigate two long-unsolved cases.
2014-12-21,6,GONE GIRL,Gillian Flynn,A woman disappears on the day of her fifth anniversary; is her husband a killer?
2014-12-21,7,ALL THE LIGHT WE CANNOT SEE,Anthony Doerr,The lives of a blind French girl and a gadget-obsessed German boy before and during World War II.
2014-12-21,8,REVIVAL,Stephen King,The continuing relationship over five decades between a disgraced clergyman and a drug-addicted musician whom he mentored as a boy.
2014-12-21,9,BIG LITTLE LIES,Liane Moriarty,"Who will end up dead, and how, when three mothers with children in the same school become friends?"
2014-12-21,10,CAPTIVATED BY YOU,Sylvia Day,Eva and Gideon's love is threatened by old wounds; a Crossfire novel.
2014-12-21,11,JASON,Laurell K Hamilton,"Neither the werewolf Jason Schuyler nor his lover, an accomplished ballerina, wants to be monogamous, so what could go wrong? An Anita Blake, Vampire Hunter novel."
2014-12-21,12,YOU WERE MINE,Abbi Glines,"Years ago, Tripp left his wealthy family (and his secret girlfriend, Bethy) behind. Now he's back, but is it too late?"
2014-12-21,13,FOREVER WITH ME,Kristen Pro,"Dominic Salvatore has a successful wine vineyard and nearly everything else, except Alecia."
2014-12-21,14,LEAVING TIME,Jodi Picoult,"After searching for her mother, who has disappeared, for more than 10 years, a woman employs a psychic and a private detective."
2014-12-21,15,FLESH AND BLOOD,Patricia Cornwell,Dr. Kay Scarpetta pursues a sniper who may be a vigilante; the 22nd Scarpetta novel.
2014-12-21,16,NAUGHTY & NICE,J S Scott and others,
2014-12-21,17,DARK PLACES,Gillian Flynn,"A woman who, as a child, was spared when her mother and sisters were murdered begins to reinvestigate the case against her imprisoned brother."
2014-12-21,18,THE MARTIAN,Andy Weir,"Abandoned by his crew, an astronaut embarks on a dogged quest to stay alive. Read by Wil Wheaton. 10 hours, 59 minutes unabridged."
2014-12-21,19,THE CINDERELLA MURDER,Mary Higgins Clark and Alafair Burke,A TV producer plans a show about a cold case — the killing of a student found with one shoe missing.
2014-12-21,20,EDGE OF ETERNITY,Ken Follett,"In Book 3 of the Century trilogy, five interconnected families face the defining moments of America from the 1960s to the ’80s."
2014-12-21,1,GRAY MOUNTAIN,John Grisham,"A lawyer joins a legal clinic in a small Virginia town, and becomes involved in litigation against the coal mining industry."
2014-12-21,2,THE ESCAPE,David Baldacci,"John Puller, a special agent with the Army, hunts for his brother, who was convicted of treason and has escaped from prison."
2014-12-21,3,TOM CLANCY FULL FORCE AND EFFECT,Mark Greaney,A discovery of mineral deposits has changed North Korea’s fortunes and made the country even more of a threat for President Jack Ryan.
2014-12-21,4,HOPE TO DIE,James Patterson,Detective Alex Cross’s family is kidnapped by a madman who wants to turn Cross into a perfect killer.
2014-12-21,5,THE BURNING ROOM,Michael Connelly,The Los Angeles detective Harry Bosch and his new partner investigate two long-unsolved cases.
2014-12-21,6,GONE GIRL,Gillian Flynn,A woman disappears on the day of her fifth anniversary; is her husband a killer?
2014-12-21,7,ALL THE LIGHT WE CANNOT SEE,Anthony Doerr,The lives of a blind French girl and a gadget-obsessed German boy before and during World War II.
2014-12-21,8,REVIVAL,Stephen King,The continuing relationship over five decades between a disgraced clergyman and a drug-addicted musician whom he mentored as a boy.
2014-12-21,9,BIG LITTLE LIES,Liane Moriarty,"Who will end up dead, and how, when three mothers with children in the same school become friends?"
2014-12-21,10,CAPTIVATED BY YOU,Sylvia Day,Eva and Gideon's love is threatened by old wounds; a Crossfire novel.
2014-12-21,11,JASON,Laurell K Hamilton,"Neither the werewolf Jason Schuyler nor his lover, an accomplished ballerina, wants to be monogamous, so what could go wrong? An Anita Blake, Vampire Hunter novel."
2014-12-21,12,YOU WERE MINE,Abbi Glines,"Years ago, Tripp left his wealthy family (and his secret girlfriend, Bethy) behind. Now he's back, but is it too late?"
2014-12-21,13,FOREVER WITH ME,Kristen Pro,"Dominic Salvatore has a successful wine vineyard and nearly everything else, except Alecia."
2014-12-21,14,LEAVING TIME,Jodi Picoult,"After searching for her mother, who has disappeared, for more than 10 years, a woman employs a psychic and a private detective."
2014-12-21,15,FLESH AND BLOOD,Patricia Cornwell,Dr. Kay Scarpetta pursues a sniper who may be a vigilante; the 22nd Scarpetta novel.
2014-12-21,16,NAUGHTY & NICE,J S Scott and others,
2014-12-21,17,DARK PLACES,Gillian Flynn,"A woman who, as a child, was spared when her mother and sisters were murdered begins to reinvestigate the case against her imprisoned brother."
2014-12-21,18,THE MARTIAN,Andy Weir,"Abandoned by his crew, an astronaut embarks on a dogged quest to stay alive. Read by Wil Wheaton. 10 hours, 59 minutes unabridged."
2014-12-21,19,THE CINDERELLA MURDER,Mary Higgins Clark and Alafair Burke,A TV producer plans a show about a cold case — the killing of a student found with one shoe missing.
2014-12-21,20,EDGE OF ETERNITY,Ken Follett,"In Book 3 of the Century trilogy, five interconnected families face the defining moments of America from the 1960s to the ’80s."
2014-12-21,1,GRAY MOUNTAIN,John Grisham,"A lawyer joins a legal clinic in a small Virginia town, and becomes involved in litigation against the coal mining industry."
